code,description,abc_class,description1,description2,description3,apn,group_code,brand,condition_code,default_conversion_factor,issue_ctrl,stk_licences_rebate_flag,pack_weight,title,stock_status,sales_type,user_only_alpha20_1,user_only_alpha20_2,user_only_alpha4_1,user_only_alpha4_2,user_only_alpha4_3,user_only_alpha4_4,user_only_date1,user_only_date2,user_only_num1,user_only_num2,user_only_num3,user_only_num4,pronto_user_group,pronto_user_group_1,saleability,visibility,uom,pack_size,updated_at,created_at,prices,notes,alternative_products,companion_products,inventory_quantities,uoms,categories
BPSPSTOCK,AXOR ARMS BUSHPIG REAR STOCK - SUITS BP20 - BP28,,AXOR ARMS BUSHPIG REAR,STOCK - SUITS BP20 - BP28,,,AXOR,AXOR,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:54 28-Jun-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '55.0', 'ex_tax': '50.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '55.0', 'ex_tax': '50.0'}}",,,,"{'warehouse': '1', 'quantity': '9.0'}{'warehouse': '1KJ', 'quantity': '0.0'}{'warehouse': '1MM', 'quantity': '0.0'}{'warehouse': 'SHOW', 'quantity': '0.0'}{'warehouse': '1MA', 'quantity': '0.0'}{'warehouse': 'WA', 'quantity': '0.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|AXOR|AXOR|AXOR
BPSPFORE,AXOR ARMS BUSHPIG FOREEND SUITS BP20 - BP28,,AXOR ARMS BUSHPIG FOREEND,SUITS BP20 - BP28,,,AXOR,AXOR,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:54 28-Jun-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '49.5', 'ex_tax': '45.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '49.5', 'ex_tax': '45.0'}}",,,,"{'warehouse': '1', 'quantity': '10.0'}{'warehouse': '1KJ', 'quantity': '0.0'}{'warehouse': '1MM', 'quantity': '0.0'}{'warehouse': 'SHOW', 'quantity': '0.0'}{'warehouse': '1MA', 'quantity': '0.0'}{'warehouse': 'WA', 'quantity': '0.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|AXOR|AXOR|AXOR
ZTC-EVERGREENCAP,ZEROTECH TEAM HAT EVERGREEN OSFA 6606 CLASIC RRP $29.95,,ZEROTECH TEAM HAT EVERGREEN,OSFA,6606 CLASIC RRP $29.95,794712529897,ZTPM,ZEROTECH,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:20 11-Aug-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '21.45', 'ex_tax': '19.5', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '21.45', 'ex_tax': '19.5'}}",,,,"{'warehouse': '1', 'quantity': '-1.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MB', 'quantity': '0.0'}{'warehouse': '9', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '2', 'quantity': '0.0'}{'warehouse': '5', 'quantity': '0.0'}{'warehouse': '1SRO', 'quantity': '0.0'}{'warehouse': '1JH', 'quantity': '0.0'}{'warehouse': '8', 'quantity': '0.0'}{'warehouse': '1TT', 'quantity': '0.0'}{'warehouse': '1TC', 'quantity': '0.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ZTPM|ZTPM|ZEROTECH
ZTC-CARAMELCAP,ZEROTECH TEAM HAT CARAMEL OSFA 6606 CLASIC RRP $29.95,,ZEROTECH TEAM HAT CARAMEL,OSFA,6606 CLASIC RRP $29.95,794712529903,ZTPM,ZEROTECH,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:16 11-Aug-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '21.45', 'ex_tax': '19.5', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '21.45', 'ex_tax': '19.5'}}",,,,"{'warehouse': '1', 'quantity': '-2.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MB', 'quantity': '0.0'}{'warehouse': '9', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '2', 'quantity': '0.0'}{'warehouse': '5', 'quantity': '0.0'}{'warehouse': '1SRO', 'quantity': '0.0'}{'warehouse': '1JH', 'quantity': '0.0'}{'warehouse': '8', 'quantity': '0.0'}{'warehouse': '1TT', 'quantity': '0.0'}{'warehouse': '1TC', 'quantity': '0.0'}{'warehouse': '10', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ZTPM|ZTPM|ZEROTECH
SWDOB300,"12"" Dobsonian Newtonian Telescope",,"12"" Dobsonian Newtonian",Telescope,,9334046007183,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,08:04 11-Nov-2016,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '1534.478', 'ex_tax': '1394.98', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '1534.478', 'ex_tax': '1394.98'}}","{'type': '**', 'note': 'SK DOB 12"" PYREX OTA reflector 300mm skywatcher'}",,,"{'warehouse': '1', 'quantity': '4.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",Classic|5000_0|SKY|SKY|SKYWATCHER
TG-TG132MP,TRUGLO FO PRO S&W M&P SET FIBRE OPTIC,,TRUGLO FO PRO S&W M&P SET,FIBRE OPTIC,,788130026328,TRU,TRUGLO,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:26 29-Nov-2021,"{'debtor': '210326', 'breaks': [{'price_rule': '20', 'currency_code': '', 'inc_tax': '81.4411', 'ex_tax': '74.0374', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '81.4411', 'ex_tax': '74.0374'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|TRU|TRU|end-of-line-clearance|TRUGLO
FG-0722,SLOTTED TIP & OBSTRUCTION REMOVER .22 - .27 JAG,,SLOTTED TIP & OBSTRUCTION,REMOVER .22 - .27 JAG,,014895006375,OTIS,OTIS,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:54 05-Apr-2018,"{'debtor': '210326', 'breaks': [{'price_rule': '20', 'currency_code': '', 'inc_tax': '1.32', 'ex_tax': '1.2', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '1.32', 'ex_tax': '1.2'}}","{'type': 'SD', 'note': 'B094W7213H'}",,,"{'warehouse': '1', 'quantity': '263.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|OTIS|OTIS|end-of-line-clearance|OTIS
87090300,FIOCCHI 12G SG 9 PELLET 28GM 1400FPS 10PKT,,FIOCCHI 12G SG 9 PELLET,28GM 1400FPS,10PKT,762344055862,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,14:09 01-Nov-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '14.52', 'ex_tax': '13.2', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '14.52', 'ex_tax': '13.2'}}",,,,"{'warehouse': '1', 'quantity': '-231.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MG', 'quantity': '0.0'}{'warehouse': 'WA', 'quantity': '0.0'}{'warehouse': '1CL', 'quantity': '0.0'}{'warehouse': '1EV', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|fiocchi|Shotgun|FSHO|FSHO|FIOCCHI
87015200,"FIOCCHI 20GA 2 3/4"" 28g #12 25PK 1295FPS",,"FIOCCHI 20GA 2 3/4""",28g #12 25PK 1295FPS,,,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,13:43 03-Oct-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '24.321', 'ex_tax': '22.11', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '24.321', 'ex_tax': '22.11'}}",,,,"{'warehouse': '1', 'quantity': '-10.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|Shotgun|FSHO|FSHO|FIOCCHI
87082200,"FIOCCHI 20G 2 3/4"" 30GM #2 25 PACK",,"FIOCCHI 20G 2 3/4"" 30GM #2",25 PACK,,,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:40 03-Oct-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '24.244', 'ex_tax': '22.04', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '24.244', 'ex_tax': '22.04'}}",,,,"{'warehouse': '1', 'quantity': '-10.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MG', 'quantity': '0.0'}{'warehouse': 'WA', 'quantity': '0.0'}{'warehouse': '1CL', 'quantity': '0.0'}{'warehouse': '1EV', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|Shotgun|FSHO|FSHO|FIOCCHI
87052600,"FIOCCHI 20G 2 3/4"" 30GM #6 25 PKT",,"FIOCCHI 20G 2 3/4"" 30GM #6",25 PKT,,,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:41 03-Oct-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '24.178', 'ex_tax': '21.98', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '24.178', 'ex_tax': '21.98'}}",,,,"{'warehouse': '1', 'quantity': '-10.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MG', 'quantity': '0.0'}{'warehouse': 'WA', 'quantity': '0.0'}{'warehouse': '1CL', 'quantity': '0.0'}{'warehouse': '1EV', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|Shotgun|FSHO|FSHO|FIOCCHI
87020700,FIOCCHI 32GA 14g #7 25PK 1295FPS,,FIOCCHI 32GA 14g #7 25PK,1295FPS,,,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,13:43 03-Oct-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '18.81', 'ex_tax': '17.1', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '18.81', 'ex_tax': '17.1'}}",,,,"{'warehouse': '1', 'quantity': '-10.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|Shotgun|FSHO|FSHO|FIOCCHI
87021200,FIOCCHI 32GA 14g #12 25PK 1295FPS,,FIOCCHI 32GA 14g #12 25PK,1295FPS,,,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,13:43 03-Oct-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '18.81', 'ex_tax': '17.1', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '18.81', 'ex_tax': '17.1'}}",,,,"{'warehouse': '1', 'quantity': '-10.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|Shotgun|FSHO|FSHO|FIOCCHI
87120700,FIOCCHI SUBSONIC 20G 30GM #7.5 25 PKT,,FIOCCHI SUBSONIC 20G 30GM #7.5,25 PKT,,,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:41 03-Oct-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '20.702', 'ex_tax': '18.82', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '20.702', 'ex_tax': '18.82'}}",,,,"{'warehouse': '1', 'quantity': '-20.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MG', 'quantity': '0.0'}{'warehouse': 'WA', 'quantity': '0.0'}{'warehouse': '1CL', 'quantity': '0.0'}{'warehouse': '1EV', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|Shotgun|FSHO|FSHO|FIOCCHI
87040700,FIOCCHI STEEL 20G 24GM #7 25 PKT,,FIOCCHI STEEL 20G 24GM #7,25 PKT,,,FSHO,FIOCCHI,,1,,L,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:41 03-Oct-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '15.895', 'ex_tax': '14.45', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '15.895', 'ex_tax': '14.45'}}",,,,"{'warehouse': '1', 'quantity': '-10.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1MG', 'quantity': '0.0'}{'warehouse': 'WA', 'quantity': '0.0'}{'warehouse': '1CL', 'quantity': '0.0'}{'warehouse': '1EV', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|FSHO|FSHO|FIOCCHI
TZG-TNZBP3056,TENZING - BACKPACK TX FLEX LUMBAR PACK - MO BU CO,,TENZING - BACKPACK,TX FLEX LUMBAR PACK - MO BU CO,,024099009294,TZG,TENZING,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,12:48 05-Jul-2021,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '174.394', 'ex_tax': '158.54', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '174.394', 'ex_tax': '158.54'}}",,,,"{'warehouse': '1', 'quantity': '2.0'}{'warehouse': '1SRO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|TZG|TZG|TENZING
SWNEQ6PRO,NEQ6 Pro GoTo Mount (SynScan HC),,NEQ6 Pro GoTo Mount (SynScan,HC),,9334046003192,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,11:50 13-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '1835.141', 'ex_tax': '1668.31', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '1835.141', 'ex_tax': '1668.31'}}","{'type': '**', 'note': 'eq6 skywatcher'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",eqpro|EQ-Refractors|5000_0|SKY|SKY|SKYWATCHER
CS-59KSS6Z,SIX STEAK KNIFE SET (KITCHEN CLASSICS) OVERALL / BLADE /  THICK /  STEEL,,SIX STEAK KNIFE SET,(KITCHEN CLASSICS) OVERALL /,BLADE /  THICK /  STEEL,705442014539,GSM,GSM,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:39 29-Jan-2021,"{'debtor': '210326', 'breaks': [{'price_rule': '20', 'currency_code': '', 'inc_tax': '64.9495', 'ex_tax': '59.045', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '64.9495', 'ex_tax': '59.045'}}",,,,"{'warehouse': '1', 'quantity': '38.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|GSM|GSM|end-of-line-clearance|GSM
MGW3094243,MGW GLOCK 42/43 SIGHT MOVER ADAPTER KIT,,MGW GLOCK 42/43 SIGHT MOVER,ADAPTER KIT,,,LAWM,MGW,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:31 12-Aug-2020,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '96.855', 'ex_tax': '88.05', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '96.855', 'ex_tax': '88.05'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|LAWM|LAWM|MGW
BUSHMASTER-XL,A7 BUSHMASTER GLOVES BLACK X-LARGE,,A7 BUSHMASTER GLOVES BLACK,X-LARGE,,,LAWM,A7,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:18 09-Oct-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '217.47', 'ex_tax': '197.7', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '217.47', 'ex_tax': '197.7'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|LAWM|LAWM|A7
BUSHMASTER-XXL,A7 BUSHMASTER GLOVES BLACK XX-LARGE,,A7 BUSHMASTER GLOVES BLACK,XX-LARGE,,,LAWM,A7,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:19 09-Oct-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '217.47', 'ex_tax': '197.7', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '217.47', 'ex_tax': '197.7'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|LAWM|LAWM|A7
BUSHMASTER-S,A7 BUSHMASTER GLOVES BLACK SMALL,,A7 BUSHMASTER GLOVES BLACK,SMALL,,,LAWM,A7,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:14 09-Oct-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '217.47', 'ex_tax': '197.7', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '217.47', 'ex_tax': '197.7'}}",,,,"{'warehouse': '1', 'quantity': '1.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|LAWM|LAWM|A7
